ent_id,ent_type,registered_fund,employee_cnt,anche_year,assgro,liagro,vendinc,maibusinc,progro,netinc,ratgro,totequ,pat_cnt,mark_cnt,soft_cnt,works_cnt,ass_lia_rat,ROA,IP,loss_cnt,Label
15239100,有限责任公司（自然人投资或控股）,1000,4,2020,52,5,54,35,3.1,2.95,0.28,46,0,0,0,0,0.096153846,0.000290211,0,0,0
13281662,有限责任公司（自然人独资�?5,30,2020,36.02,1.69,150.44,150.44,1.36,0.6,2.15,34.33,0,0,0,0,0.04691838,0.000059,0,1,,0
50768212,有限责任公司（自然人投资或控股）,500,0,2018,132,148,86,86,5.7,5.8,0,-15,0,0,0,0,1.121212121,0.000570584,0,0,0
54247963,有限责任公司（自然人独资�?0,1000,2020,338.779,376.334,0,0,0,0,0,-37.5557,0,0,0,0,1.11085405,0,0,2,,0
14776942,有限责任公司（自然人独资�?3,100,2020,162.895,167.309,94.2141,94.2141,-6.71304,-6.71304,0,-4.41434,0,0,0,0,1.027097218,-0.000660405,0,1,,0
68122235,有限责任公司（自然人投资或控股）,100,0,2019,5,0,9.75,9.75,-7372.13,-7372.13,0,5,0,0,0,0,0,-0.72524418,0,1,0
43721031,有限责任公司（自然人独资�?1,300,2017,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
51231653,个人独资企业分支机构,0,0,2019,,,194.67,,,7.04,0.4,,0,0,0,0,,0.00069257,0,0,0
15077872,有限责任公司（自然人投资或控股）,40,8,2019,94.54,27.09,89.29,89.29,3.14,2.99,2.95,67.45,0,0,0,0,0.286545376,0.000294146,0,1,0
53622389,有限责任公司（自然人独资�?0,300,2018,23,23,223,223,2,2,8.4,23,0,0,0,0,1,0.000196753,0,0,,0
58301754,有限责任公司分公�?0,0,2019,,,0,,,0,0,,0,0,0,0,,0,0,0,,0
60957581,有限责任公司（自然人独资�?0,100,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
14669164,有限责任公司（自然人投资或控股）,666.68,1,2018,69.1,23.94,55.79,55.79,-6.34,-6.34,1.84,45.16,0,0,0,0,0.346454429,-0.000623707,0,2,0
49049324,有限责任公司（自然人独资�?0,100,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
43727249,有限责任公司（自然人独资�?6,1000,2019,81.6,89.2,48.55,48.55,0.33,0.33,1.51,-7.6,0,0,0,0,1.093137238,0.0000325,0,2,,0
71454381,有限责任公司（自然人投资或控股）,100,2,2020,1,1.1,0.96,0.96,-0.13,-0.13,0,0.1,0,0,0,0,1.100000024,-0.0000128,0,1,0
50478435,有限责任公司（自然人独资�?0,1000,2018,15.07,35.4,271.84,271.84,-19.78,-20.33,0.54,-20.33,0,0,0,0,2.349037972,-0.001999994,0,1,,0
49480158,有限责任公司（自然人独资�?0,1000,2019,17.5,0,69.73,69.73,3.36,3.19,2.8,17.5,0,0,0,0,0,0.000313821,0,1,,0
14417611,有限责任公司（自然人投资或控股）,500,4,2018,96.6347,88.1289,290.335,290.335,7.1931,6.4738,21.5887,8.5058,0,0,0,0,0.911979873,0.00063687,0,2,0
51546334,有限责任公司（自然人投资或控股）,3000,0,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60333550,有限责任公司（自然人投资或控股）,16800,0,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13837137,有限责任公司（自然人独资�?31,300,2017,480,105,52.1,52.1,6.3,6.3,1.5,375,0,0,0,0,0.21875,0.000619772,0,0,,0
13619118,有限责任公司（自然人投资或控股）,300,4,2017,34.75,20,34.75,34.75,4.44,4.44,0.23,14.75,0,0,0,0,0.575539568,0.000436792,0,0,0
13793723,股份有限公司分公司（非上市）,0,0,2017,,,11835.3,,,-1636.78,147.79,,0,0,0,0,,-0.161020656,0,4,0
65123381,有限责任公司（自然人投资或控股）,1000,0,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77689343,有限责任公司（自然人独资�?0,1000,2020,20.08,24.57,19.88,19.88,-4.49,-4.49,0,-4.49,0,0,0,0,1.223605567,-0.00044171,0,1,,0
15255718,有限责任公司（自然人独资�?3,5008,2020,711.831,628.486,1263.76,1263.54,120.266,116.259,27.9535,83.3444,17,0,0,0,0.882914665,0.011437151,17,3,,0
14905628,有限责任公司（自然人独资�?6,20,2018,97.3,52.1,79.2,79.2,1.1,1,3.12,44,0,0,0,0,0.535457316,0.0000984,0,1,,0
14572883,有限责任公司（自然人投资或控股）,100,5,2020,72.45,-20.34,0,0,-1.8,-1.8,0,92.79,0,0,0,0,-0.280745356,-0.000177078,0,4,0
56783551,有限责任公司（自然人独资�?0,500,2019,145.465,87.9898,317.184,317.184,63.4368,60.265,3.24676,57.4754,0,0,0,0,0.604886411,0.005928658,0,1,,0
47496893,有限责任公司（自然人独资�?7,100,2017,0.01,0.01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
51576228,有限责任公司（自然人独资�?0,500,2018,80.9,41.21,496.5,496.5,2.92,2.91,0.31,39.69,0,0,0,0,0.509394293,0.000286276,0,1,,0
72874012,有限责任公司（自然人独资�?0,200,2020,30,0,0,0,0,0,0,30,4,0,0,0,0,0,4,0,,0
15558733,有限责任公司（自然人独资�?7,1000,2017,3.86,4.36,6.35,6.35,-0.4,-0.4,0.25,-0.5,0,0,30,0,1.129533744,-0.0000394,30,1,,0
54597876,有限责任公司分公司（自然人投资或控股�?0,0,2020,,,,111.45,,-1.65,3.09,,0,0,0,0,,-0.000162321,0,1,,0
58304568,有限责任公司（自然人独资�?0,500,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
13625382,有限责任公司（自然人投资或控股）,100,5,2019,118,17,9,9,0.5,0.5,0,101,0,0,0,0,0.144067797,0.0000492,0,0,0
50533898,有限责任公司（自然人独资�?0,1008,2018,1008,0,0,0,0,0,0,1008,0,0,0,0,0,0,0,0,,0
74849909,有限责任公司,988,0,2020,190.86,138.99,627.66,627.66,57.22,51.87,57.22,51.87,0,0,0,0,0.728230143,0.005102788,0,0,0
62208226,有限责任公司（法人独资）,1000,0,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15138135,有限责任公司（自然人投资或控股）,30578,1174,2018,81905.1,51486.8,76904.4,76904.4,43.66,32.75,4546.69,30418.3,13,0,0,2,0.62861531,0.00322183,15,0,0
14430003,有限责任公司（自然人独资�?1,100,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
13577493,有限责任公司（自然人投资或控股）,150,6,2019,150,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0
75197140,有限责任公司（自然人独资�?0,1100,2020,90.1639,90.9382,78.0364,78.0364,-0.774277,-0.774277,1.44421,-0.774277,0,0,0,0,1.00858769,-0.0000762,0,1,,0
46616756,有限责任公司,100,0,2019,1.9,3.072,0,0,0,0,0,-1.16,0,0,0,0,1.61684214,0,0,1,0
48732087,有限责任公司（自然人投资或控股）,800,0,2019,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0
58407349,有限责任公司（自然人投资或控股）,8000,0,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77602903,有限责任公司（自然人投资或控股）,1000,0,2020,5.26029,4.48091,16.4081,16.4081,0.820403,0.779383,0,0.779383,0,0,0,0,0.851837009,0.0000767,0,0,0
51425213,有限责任公司（自然人独资�?0,100,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
56426579,有限责任公司（自然人独资�?0,100,2020,22,22,31,31,-0.2,-0.2,2.3,0.2,0,0,0,0,1,-0.0000197,0,3,,0
55486652,有限责任公司（自然人独资�?0,100,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
13124858,有限责任公司（自然人投资或控股）,10,5,2017,12.47,0,46.47,46.47,1.55,1.55,1.97,12.47,0,0,0,0,0,0.000152484,0,1,0
14378302,有限责任公司分公�?0,0,2020,,,,158.479,,4.75436,6.26008,,0,0,0,0,,0.000467717,0,0,,0
47095866,有限责任公司（自然人投资或控股）,1000,0,2017,513.994,512.973,122.422,122.422,1.02033,0.798874,1.10691,1.02033,0,0,0,0,0.998013603,0.0000786,0,0,0
46434710,有限责任公司（自然人投资或控股）,1000,0,2017,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
46864360,有限责任公司（自然人独资�?0,1000,2019,285.69,256.39,499.91,497.23,23.92,22.73,1.5,29.3,0,0,0,0,0.897441326,0.002236097,0,1,,0
15110023,有限责任公司（自然人投资或控股）,300,13,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68549546,个人独资企业,3,0,2019,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
75515452,有限责任公司（自然人独资�?0,100,2020,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,,0
50736844,有限责任公司分公�?0,0,2017,,,71,,,-1.8,0,,0,0,0,0,,-0.000177078,0,1,,0
12834053,有限责任公司（自然人独资�?4,200,2020,186.3,0,0,0,0,0,0,186.3,0,2,0,0,0,0,2,1,,0
13370767,有限责任公司（自然人独资�?6,100,2018,127.47,24.38,228.4,228.4,1.68,1.51,1.2,103.49,0,0,0,0,0.19126068,0.000148548,0,2,,0
56242544,有限责任公司（自然人独资�?0,100,2020,35,1,12,12,1,0.8,0.02,34,0,0,0,0,0.028571429,0.0000787,0,0,,0
15041277,有限责任公司（自然人投资或控股）,8,0,2020,10.27,1.64,19.58,19.58,-0.26,-0.26,0.18,8.63,0,0,0,0,0.159688404,-0.0000256,0,2,0
59212290,有限合伙企业,3,0,2019,1.4,0.42,0,0,0.56,0.56,0.001,0.98,0,0,0,0,0.299999996,0.0000551,0,0,0
14217406,有限责任公司分公司（自然人投资或控股�?0,0,2019,,,54.36,,,-14.06,3.2,,0,0,0,0,,-0.001383173,0,2,,0
50579302,有限责任公司,100,0,2019,0.2793,2,1.7715,0.6612,1.1102,1.1102,0.0531,-1.7206,0,0,0,0,7.160758932,0.000109218,0,2,0
62092028,有限责任公司（自然人独资�?0,3888,2018,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
13314204,个人独资企业,30,3,2018,30,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
66349186,有限责任公司（自然人独资�?0,50,2020,107.5,108.2,47.77,47.77,7.4,-6.01,0,-7261.8,0,0,0,0,1.0065116,-0.000591243,0,1,,0
13239669,有限责任公司（自然人投资或控股）,2008,6,2018,404.85,162.34,0,0,-31.64,-31.64,0,242.51,0,0,0,0,0.400988005,-0.003112632,0,2,0
57981278,有限责任公司（自然人独资�?0,100,2018,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,,0
68457412,有限责任公司（自然人独资�?0,100,2019,0.71,0,17.82,17.82,0.71,0.71,0.04,0.71,0,0,0,0,0,0.0000698,0,0,,0
58602199,有限责任公司（自然人独资�?0,5000,2020,0.74,5.96,0.71,0.71,-4.2,-4.2,0,-5.22,0,0,0,0,8.054054002,-0.000413181,0,2,,0
15117707,有限责任公司（自然人独资�?1,50,2018,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,,0
43719776,有限责任公司（自然人投资或控股）,1000,0,2017,6,7,7,7,-1,-1,0,-1,0,0,0,0,1.166666667,-0.0000984,0,1,0
15714233,有限责任公司（自然人投资或控股）,500,3,2020,412.606,266.185,2053.73,2053.73,82.1491,78.0416,5.65108,146.421,0,0,0,0,0.645131204,0.007677458,0,0,0
48431766,有限责任公司（自然人投资或控股）,100,0,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15039047,个人独资企业,7,4,2019,13.5,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0
66663727,有限责任公司（自然人投资或控股）,1008,0,2019,271,166.3,0.97,0.97,4.88,4.64,3.54,114.7,0,0,0,0,0.613653148,0.000456467,0,0,0
13664265,有限责任公司（自然人投资或控股）,50,8,2019,85.8,47.7,53.7,53.7,0.56,0.48,0.82,38.1,0,0,0,0,0.555944045,0.0000472,0,0,0
13723434,有限责任公司（自然人投资或控股）,5000,11,2017,1492,481,852,852,19.8,17.9,40,1011,0,1,0,0,0.322386059,0.001760939,1,1,0
60740825,有限责任公司（自然人投资或控股）,1000,0,2020,680.552,979.161,1966.99,1966.99,22.9345,21.7852,71.4393,-298.608,0,0,0,0,1.438774712,0.002143151,0,1,0
43721629,有限责任公司（自然人独资�?1,800,2019,19.23,10.13,0,0,-12.92,-13.17,0,9.1,0,0,0,0,0.52678109,-0.001295618,0,1,,0
70554936,有限责任公司（自然人独资�?1,100,2020,8.1206,1.58779,19.733,19.733,6.87665,6.53281,0.407619,6.53281,0,0,0,0,0.1955262,0.000642675,0,0,,0
67421550,有限责任公司（自然人独资�?0,1000,2020,99.3429,20.177,132.966,132.966,-20.8342,-20.8342,0.885533,79.1658,0,0,0,0,0.203104594,-0.002049595,0,1,,0
13994663,有限责任公司（自然人独资�?2,1000,2018,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
14602206,有限责任公司（自然人独资�?2,10,2017,16.3149,0,15.2529,15.2529,0.715208,0.655877,0.115123,16.3149,0,0,0,0,0,0.0000645,0,2,,0
72284623,有限责任公司（自然人投资或控股）,10,0,2020,1.66,9.3,13.19,13.19,-7.64,-7.64,0,-7.64,0,0,0,0,5.602409866,-0.000751596,0,1,0
43721721,有限责任公司分公�?0,0,2019,,,0,,,0,0,,0,0,0,0,,0,0,0,,0
13258816,有限责任公司（自然人独资�?7,600,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
12799667,有限责任公司（自然人独资�?6,1000,2017,436.556,431.341,374.174,374.174,3.85398,3.46858,6.18237,5.21434,0,0,0,0,0.988054233,0.000341227,0,0,,0
75274035,有限责任公司（自然人投资或控股）,100,0,2020,1.68,5.57,0,0,-3.89,-3.89,0,-3.89,0,0,0,0,3.315476396,-0.000382685,0,1,0
59955834,有限责任公司（自然人独资�?0,1008,2019,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,,0
62096157,有限责任公司（自然人投资或控股）,100,0,2020,0.757537,0.1,21.587,21.587,0.22753,0.21339,0.01729,0.657537,0,0,0,0,0.132006754,0.000021,0,0,0
56663693,有限责任公司（自然人独资�?0,508,2020,16.2,6.5,78.18,78.18,9.71,9.71,0.7,9.7,0,0,0,0,0.401234549,0.000955236,0,1,,0
43728999,有限责任公司（自然人独资�?6,1000,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
56140301,有限责任公司（自然人独资�?0,100,2018,8.5194,8.8025,14.5714,14.5714,-0.2831,-0.2831,0.0027,-0.2831,0,0,0,0,1.033230056,-0.0000279,0,1,,0
48112421,有限责任公司分公�?0,0,2017,,,0,,,0,0,,0,0,0,0,,0,0,0,,0
43730393,有限责任公司（自然人独资�?3,600,2020,8.29,7.9,9.75,9.75,0.41,0.39,0.1,0.39,0,0,0,0,0.952955384,0.0000384,0,0,,0
43727082,有限责任公司（自然人投资或控股）,1000,5,2019,852,907,0,0,-55,-55,0,852,0,0,0,0,1.064553991,-0.005410706,0,3,0
13577740,有限责任公司（非自然人投资或控股的法人独资）,50,0,2018,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53469470,有限责任公司分公�?0,0,2019,,,211.34,,,5.6,9.01,,0,0,0,0,,0.000550908,0,1,,0
53268158,有限责任公司（自然人独资�?0,308,2018,60,10,80,80,5,4,3,50,0,0,0,0,0.166666667,0.000393506,0,0,,0
14666915,有限责任公司（自然人投资或控股）,1580,22,2017,966.078,483.637,344.691,344.691,10.9169,9.4958,11.7951,512.441,0,0,0,0,0.500618989,0.000934163,0,1,0
11697076,有限责任公司（自然人独资�?4,50,2018,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,,0
68706193,有限责任公司（自然人独资�?0,1000,2020,47.88,0,46.78,46.78,39.61,1.98,37.63,47.88,0,0,0,0,0,0.000194785,0,0,,0
67899778,有限责任公司（自然人投资或控股）,100,0,2019,78.34,80.31,71.3,71.3,-1.98,-1.98,0,-1.98,0,0,0,0,1.025146813,-0.000194785,0,1,0
15350750,有限责任公司（港澳台法人独资�?0,35000,2018,49803.2,4423.06,3879.38,3839.34,609.463,274.408,41.7523,45380.1,0,0,0,0,0.088810762,0.026995292,0,1,,0
14529296,有限责任公司（非自然人投资或控股的法人独资）,1000,6,2018,3,2,1,0.5,-3,-6,0,2,0,0,0,0,0.666666667,-0.000590259,0,1,0
55685090,有限责任公司（自然人独资�?0,500,2019,3.54,6.35,0.19,0.19,0,0,0,0,0,0,0,0,1.793785303,0,0,1,,0
15127228,有限责任公司分公�?0,0,2017,,,0,,,0,0,,0,0,0,0,,0,0,0,,0
50805320,有限责任公司（自然人独资�?0,100,2018,0.8744,20.6,15.06,15.06,-2.934,-2.934,0,-19.73,0,0,0,0,23.5590118,-0.000288637,0,2,,0
13640661,有限责任公司（自然人独资�?4,101,2020,212.7,95.35,23.74,23.74,2.4,2.28,2.35,117.34,0,0,0,0,0.448283967,0.000224298,0,0,,0
58300060,有限责任公司（自然人独资�?0,100,2020,13.9,1.75,46.7,46.7,0.25,0.25,0.5,1.33,0,0,0,0,0.125899284,0.0000246,0,1,,0
71182565,有限责任公司（自然人投资或控股）,100,3,2020,7.47,7.5,21.75,21.75,-0.03,-0.03,0.01,-0.03,0,0,0,0,1.004016092,-0.00000295,0,1,0
13116702,有限责任公司（自然人投资或控股）,10000,7,2020,6713.85,5421.37,1519.43,1519.43,88.6205,86.5621,28.6707,1292.49,0,0,0,0,0.807490492,0.008515675,0,2,0
65909799,有限责任公司（非自然人投资或控股的法人独资）,1000,0,2019,6.80409,0,0,0,-3.78452,-3.78452,0,6.80409,0,0,0,0,0,-0.000372308,0,2,0
14802794,有限责任公司（自然人投资或控股）,50,6,2018,283.47,276.5,0.49,0.49,0.05,0.04,8.97,6.97,0,0,0,0,0.975411856,0.00000394,0,2,0
15469461,有限责任公司（自然人独资�?2,100,2017,60.6434,59.7125,17.2532,17.2532,0.69013,0.621117,0.079563,0.930855,0,0,0,0,0.98464966,0.0000611,0,2,,0
69367117,有限责任公司（自然人独资�?0,100,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
15269692,有限责任公司（自然人投资或控股）,600,8,2019,2406.3,2348.4,1924.4,1924.4,9.7,8.9,3.1,57.9,0,0,0,0,0.975938102,0.000875551,0,1,0
50649393,有限责任公司（自然人投资或控股）,1700,0,2017,651.94,360.52,641.61,641.61,-0.49,-0.49,4.38,291.42,23,2,0,0,0.552995656,-0.0000482,25,1,0
58488806,有限责任公司（自然人独资�?0,100,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0
13467759,有限责任公司（自然人投资或控股）,1000,7,2018,34.84,35.07,62.05,62.05,-0.19,-0.19,9.21,-0.23,0,0,0,0,1.006601594,-0.0000187,0,2,0
53435288,有限责任公司（自然人独资�?0,1000,2019,584.47,664.91,395.97,395.97,-0.87,-0.87,12.38,-29.43,0,0,0,0,1.137628974,-0.0000856,0,4,,0
14631617,有限责任公司（自然人投资或控股）,880,9,2019,914.17,232.81,138.47,138.47,-24.95,-24.95,11.44,681.36,0,0,0,0,0.254668171,-0.002454493,0,4,0
55459525,有限责任公司（自然人独资�?0,380,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
14904738,有限责任公司（自然人独资�?2,100,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
13194530,有限责任公司（自然人投资或控股）,50,4,2018,68.42,23.17,20.26,20.26,-0.45,-0.48,0.097,45.25,0,1,0,5,0.338643682,-0.0000472,6,1,0
61973849,有限责任公司（自然人独资�?0,10500,2020,2290.83,2291.35,339.8,339.8,-0.52,-0.52,0,-0.52,0,0,0,0,1.000227,-0.0000512,0,1,,0
14703739,有限责任公司（自然人投资或控股）,500,5,2017,8.3,0,14,14,-1.6,-1.6,0,8.3,0,0,0,0,0,-0.000157402,0,3,0
52026463,有限责任公司（自然人独资�?0,100,2020,287.9,252.69,572.6,572.6,22.93,21.05,1.96,35.21,0,0,0,0,0.877700618,0.002070825,0,1,,0
14677373,有限责任公司（自然人投资或控股）,1000,5,2019,155.83,19.86,348.94,348.94,15.36,15.36,12,135.97,0,0,0,0,0.127446579,0.001511063,0,0,0
15130654,有限责任公司（自然人投资或控股）,10,3,2018,12,2,0,0,0,0,0,10,0,0,0,0,0.166666667,0,0,0,0
14401376,有限责任公司（自然人独资�?2,100,2018,156.98,57.1787,183.892,183.892,-2.95796,-2.95796,1.41213,99.8012,0,0,0,0,0.364241948,-0.000290994,0,2,,0
12622109,有限责任公司（自然人投资或控股）,100,10,2018,186.56,167.62,76.77,76.77,-8.6,-8.6,5.02,27.5,0,0,0,0,0.898477687,-0.000846038,0,4,0
53791905,有限责任公司（台港澳与境内合资）,1000,0,2020,7.50027,0,0,0,0.000092,0.000092,0,7.50027,0,0,0,0,0,9.05E-09,0,1,0
57965249,有限责任公司（自然人独资�?0,100,2020,23.17,15.101,124.276,124.276,6.2157,5.9661,0.85,8.069,0,0,0,0,0.651747941,0.000586924,0,0,,0
14875752,有限责任公司（自然人独资�?2,200,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
73732323,有限责任公司（自然人独资�?0,200,2020,5,0,1,1,0.1,0.1,0,5,0,0,0,0,0,0.00000984,0,0,,0
50930649,有限责任公司（自然人独资�?0,300,2020,1.23,-10.57,0.81,0.81,-2.34,-2.34,0.0098,11.8,0,0,0,0,-8.593495554,-0.000230201,0,1,,0
46847201,有限责任公司（自然人独资�?0,3000,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
15193285,有限责任公司（自然人独资�?2,2008,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
65577701,有限责任公司（自然人独资�?0,100,2019,0.5,1.1,2.5,2.5,-0.6,-0.6,0.07,-0.6,0,0,0,0,2.200000048,-0.000059,0,2,,0
13959249,有限责任公司分公司（非自然人投资或控股的法人独资�?0,0,2019,,,1710.97,,,-183.56,102.59,,0,0,0,0,,-0.018057986,0,1,,0
14198534,有限责任公司（自然人投资或控股）,201,12,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55809061,有限责任公司（自然人独资�?0,300,2019,9.95,18.1,6.84,6.84,-3.56,-3.56,0,-8.15,0,0,0,0,1.819095551,-0.00035022,0,4,,0
48358056,有限责任公司（自然人投资或控股）,3000,0,2018,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15035707,有限责任公司（自然人投资或控股）,1000,7,2020,1157.19,106.77,56.63,56.63,52.9,50.26,3.2,1050.42,0,0,162,0,0.092266613,0.004944402,162,1,0
14720875,有限责任公司（自然人独资�?3,500,2020,21.09,21.73,20.44,20.44,-0.27,-0.27,0,-0.64,0,0,0,1,1.030346106,-0.0000266,1,2,,0
56716462,有限责任公司（自然人独资�?0,100,2019,80.34,87.61,61.88,61.88,-6.11,-6.11,0.01,-7.28,0,0,0,0,1.090490473,-0.00060108,0,2,,0
13292637,有限责任公司（法人独资）,2000,0,2019,13812.4,1769.86,3081.18,3081.18,1659.25,1435.69,320.08,12042.6,0,0,0,0,0.128135584,0.141238121,0,0,0
69114953,有限责任公司（自然人投资或控股）,1000,0,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43727071,有限责任公司（自然人独资�?2,1000,2020,119.36,59.89,188.26,188.26,27.46,26.09,3.09,59.47,0,1,1,0,0.501759376,0.002566642,2,0,,0
13780139,有限责任公司（自然人投资或控股）,80,1,2020,50.05,41.97,23.44,23.44,1.08,1.08,0.22,8.08,0,0,0,0,0.838561476,0.000106247,0,2,0
43728568,有限责任公司分公�?0,0,2018,,,884.384,,,62.2484,47.4413,,0,0,0,0,,0.006123779,0,1,,0
13956779,集体所有制,1963.71,0,2020,1963.71,9818.55,0,0,0,0,0,-7854.84,38,278,0,0,5,0,316,0,0
14780875,有限责任公司（自然人投资或控股）,100,3,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48161258,有限责任公司（自然人独资�?0,300,2019,3.73,0.26,10.48,10.16,-0.74,-0.79,0.05,3.46,0,0,0,0,0.069705091,-0.0000777,0,1,,0
14390606,有限责任公司（自然人投资或控股）,100,12,2019,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
